"alg-geom/9311002","Rick Miranda","Ciro Ciliberto, Angelo Lopez, and Rick Miranda","Projective Degenerations of K3 Surfaces, Gaussian Maps, and Fano
  Threefolds","24 pages, AMS-LaTeX 1.1",,"10.1007/BF01232682",,"alg-geom math.AG",,"  In this article we exhibit certain projective degenerations of smooth $K3$
surfaces of degree $2g-2$ in $\Bbb P^g$ (whose Picard group is generated by the
hyperplane class), to a union of two rational normal scrolls, and also to a
union of planes. As a consequence we prove that the general hyperplane section
of such $K3$ surfaces has a corank one Gaussian map, if $g=11$ or $g\geq 13$.
We also prove that the general such hyperplane section lies on a unique $K3$
surface, up to projectivities. Finally we present a new approach to the
classification of prime Fano threefolds of index one, which does not rely on
the existence of a line.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 16:08:00 GMT""}]","2009-10-22"
"hep-th/9311057","J. W. Goodison","J.W.Goodison and D.J.Toms","No generalized statistics from dynamics in curved spacetime","8 pages, RevTex, NCL93-TP12","Phys.Rev.Lett.71:3240-3242,1993","10.1103/PhysRevLett.71.3240",,"hep-th",,"  We consider quon statistics in a dynamically evolving curved spacetime in
which prior to some initial time and subsequent to some later time is flat. By
considering the Bogoliubov transformations associated with gravitationally
induced particle creation, we find that the consistent evolution of the
generalized commutation relations from the first flat region to the second flat
region can only occur if $q = \pm 1$.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 11:11:34 GMT""}]","2011-07-19"
"hep-th/9311058","Melzer Ezer","Ezer Melzer","Massive-Conformal Dictionary","18/11 pages in harvmac, Tel-Aviv preprint TAUP 2109/93","Int.J.Mod.Phys. A9 (1994) 5753-5768","10.1142/S0217751X94002375",,"hep-th",,"  The finite-volume spectrum of an integrable massive perturbation of a
rational conformal field theory interpolates between massive multi-particle
states in infinite volume (IR limit) and conformal states, which are approached
at zero volume (UV limit). Each state is labeled in the IR by a set of `Bethe
Ansatz quantum numbers', while in the UV limit it is characterized primarily by
the conformal dimensions of the conformal field creating it. We present
explicit conjectures for the UV conformal dimensions corresponding to any IR
state in the $\phi_{1,3}$-perturbed minimal models $M(2,5)$ and $M(3,5)$. The
conjectures, which are based on a combinatorial interpretation of the
Rogers-Ramanujan-Schur identities, are consistent with numerical results
obtained previously for low-lying energy levels.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 11:56:14 GMT""}]","2015-06-26"
"hep-th/9311059",,"Jens Hoppe","Supermembranes in 4 Dimensions","3 pages, Latex-File preprint KATHEP-9-93",,,,"hep-th",,"  A non-parametric gauge for supermembranes is introduced which substantially
simplifies previous treatments and directly leads to the supersymmetric
extension of a Karman-Tsien gas.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 14:31:00 GMT""}]","2007-05-23"
"hep-th/9311060","Stefan Boettcher","Carl M. Bender and Stefan Boettcher","Dimensional Expansion for the Ising Limit of Quantum Field Theory","8 pages, 2 figures, plain TEX","Phys.Rev. D48 (1993) 4919-4923","10.1103/PhysRevD.48.4919",,"hep-th",,"  A recently-proposed technique, called the dimensional expansion, uses the
space-time dimension $D$ as an expansion parameter to extract nonperturbative
results in quantum field theory. Here we apply dimensional-expansion methods to
examine the Ising limit of a self-interacting scalar field theory. We compute
the first few coefficients in the dimensional expansion for $\gamma_{2n}$, the
renormalized $2n$-point Green's function at zero momentum, for $n\!=\!2$, 3, 4,
and 5. Because the exact results for $\gamma_{2n}$ are known at $D\!=\!1$ we
can compare the predictions of the dimensional expansion at this value of $D$.
We find typical errors of less than $5\%$. The radius of convergence of the
dimensional expansion for $\gamma_{2n}$ appears to be ${{2n}\over {n-1}}$. As a
function of the space-time dimension $D$, $\gamma_{2n}$ appears to rise
monotonically with increasing $D$ and we conjecture that it becomes infinite at
$D\!=\!{{2n}\over {n-1}}$. We presume that for values of $D$ greater than this
critical value, $\gamma_{2n}$ vanishes identically because the corresponding
$\phi^{2n}$ scalar quantum field theory is free for $D\!>\!{{2n}\over{n-1}}$.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 14:25:05 GMT""}]","2009-10-22"
"hep-th/9311061","Masud Chaichian","M. Chaichian and A.P.Demichev","Large Quantum Poincare Subgroup of q-Conformal Group and q-Minkowski
  Geometry","12 pages, Latex, HU-SEFT R 1993-15",,,,"hep-th",,"  We construct quantum deformation of Poincar\'e group using as a starting
point $SU(2,2)$ conformal group and twistor-like definition of the Minkowski
space. We obtain quantum deformation of $SU(2,2)$ as a real form of
multiparametric $GL(4,C)_{q_{ij},r}$. It is shown that Poincar\'e subgroup
exists for special nonstandard one-parametric deformation only, the deformation
parameter $r$ being equal to unity. This leads to commuting affine structure of
the corresponding Minkowski space and simple structure of the corresponding Lie
algebra, the deformation of the group being non-trivial.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 14:34:46 GMT""}]","2007-05-23"
"hep-th/9311062","Arkady Tseytlin","A.A.Tseytlin","On a `universal' class of WZW-type conformal models","29 pages, harvmac, CERN-TH.7068/93 [Section 5 is expanded; the action
  of two `chiral' sets of group coordinates which corresponds to the `master'
  Hamiltonian is given in an explicit form.]","Nucl.Phys.B418:173-194,1994","10.1016/0550-3213(94)90243-7",,"hep-th",,"  We consider a class of sigma models that appears from a generalisation of the
gauged WZW model parametrised by a constant matrix $Q$. Particular values of
$Q$ correspond to the standard gauged WZW models, chiral gauged WZW models and
a bosonised version of the non-abelian Thirring model. The condition of
conformal invariance of the models (to one loop or $1/k$-order but exactly in
$Q$) is derived and is represented as an algebraic equation on $Q$. Solving
this equation we demonstrate explicitly the conformal invariance of the sigma
models associated with arbitrary $G/H$ gauged and chiral gauged WZW theories as
well as of the models that can be represented as WZW model perturbed by
integrably marginal operators (constructed from currents of the Cartan
subalgebra $H_c$ of $G$). The latter models can be also interpreted as $G x
H/H$ gauged WZW models and have the corresponding target space couplings
(metric, antisymmetric tensor and dilaton) depending on an arbitrary constant
matrix which parametrises an embedding of the abelian subgroup $H$ (isomorphic
to $H_c$) into $G x H$. We discuss the relation of our conformal invariance
equation to the large $k$ form of the master equation of the affine-Virasoro
construction. Our equation describes `reducible' versions of some `irreducible'
solutions (cosets) of the master equation. We suggest a classically
non-Lorentz-invariant sigma model that may correspond to other solutions of the
master equation.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 15:46:11 GMT""},{""version"":""v2"",""created"":""Sat, 20 Nov 1993 13:40:56 GMT""}]","2009-09-17"
"hep-th/9311063",,"M. Temple-Raston","Electric monopoles and the Montonen-Olive conjecture","7 pages, LaTeX, CON93-4",,,,"hep-th",,"  We introduce a topological field theory with a Bogomol'nyi structure
permitting BPS electric, magnetic and dyonic monopoles. From the general
arguments given by Montonen and Olive the particle spectrum and mass compare
favourably with that of the intermediate vector bosons. In most, if not in all,
of its essential features the topological field theory introduced here provides
an example of a dual field theory, the existence of which was conjectured by
Montonen and Olive.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 15:35:03 GMT""}]","2007-05-23"
"math/9311204","Lee J. Stanley","Saharon Shelah and Lee Stanley","A combinatorial forcing for coding the universe by a real when there are
  no sharps",,,,"Logic E-prints November 10, 1993; Shelah [ShSt:340]","math.LO",,"  Assuming 0# does not exist, we present a combinatorial approach to Jensen's
method of coding by a real. The forcing uses combinatorial consequences of fine
structure (including the Covering Lemma, in various guises), but makes no
direct appeal to fine structure itself.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 00:00:00 GMT""}]","2009-09-25"
"nucl-th/9311007","Dao-Chen Zheng","D. C. Zheng and B. R. Barrett","Nuclear shell-model calculations for 6Li and 14N with different NN
  potentials","12 text pages and 1 figure (Figure available upon request),
  University of Arizona Physics Preprint (Number not yet assigned)","Phys.Rev.C49:3342-3345,1994","10.1103/PhysRevC.49.3342",,"nucl-th",,"  Two ``phase-shift equivalent'' local NN potentials with different
parametrizations, Reid93 and NijmII, which were found to give nearly identical
results for the triton by Friar et al, are shown to yield remarkably similar
results for 6Li and 14N in a (0+2)hw no-core space shell-model calculation. The
results are compared with those for the widely used Hamada-Johnson hard-core
and the original Reid soft-core potentials, which have larger deuteron D-state
percentages. The strong correlation between the tensor strength and the nuclear
binding energy is confirmed. However, many nuclear-structure properties seem to
be rather insensitive to the details of the NN potential and, therefore, cannot
be used to test various NN potentials. (Submitted to Phys. Rev. C on Nov. 9,
1993 as a Brief Report.)
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 20:53:16 GMT""}]","2009-09-25"
"nucl-th/9311008","Wally Melnitchouk","W.Melnitchouk (Regensburg), A.W.Schreiber (PSI) and A.W.Thomas
  (Adelaide)","Deep Inelastic Scattering from off-Shell Nucleons","36 pages RevTeX, 9 figures (available upon request), ADP-93-210/T128,
  PSI-PR-93-13, accepted for publication in Physical Review D","Phys.Rev.D49:1183-1198,1994","10.1103/PhysRevD.49.1183",,"nucl-th hep-ph",,"  We derive the general structure of the hadronic tensor required to describe
deep-inelastic scattering from an off-shell nucleon within a covariant
formalism. Of the large number of possible off-shell structure functions we
find that only three contribute in the Bjorken limit. In our approach the usual
ambiguities encountered when discussing problems related to off-shellness in
deep-inelastic scattering are not present. The formulation therefore provides a
clear framework within which one can discuss the various approximations and
assumptions which have been used in earlier work. As examples, we investigate
scattering from the deuteron, nuclear matter and dressed nucleons. The results
of the full calculation are compared with those where various aspects of the
off-shell structure are neglected, as well as with those of the convolution
model.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 21:06:08 GMT""}]","2009-09-25"
"nucl-th/9311009",,"J. P. Garrahan and D. R. Bes","A Systematic Treatment of Triaxial Systems at High Spins. II","19 pages, LaTeX, Tandar report no. 93-13","Nucl.Phys. A573 (1994) 448-466","10.1016/0375-9474(94)90352-2",,"nucl-th",,"  The BRST treatment of triaxial nuclei rotating at high spins, which had been
previously developed, is extended to relate states with neighboring values of
the angular momentum $I$. As a consequence, the irreducible multipole
transition operators can be unambiguously separated into their physical and
spurious components. As a by product, we give explicit expressions for the
operators associated with the Goldstone-Nambu modes in terms of the final
orthonormal set of physical and spurious modes.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 21:42:13 GMT""}]","2009-10-22"
